;;;;;;
;;uid;i;q;sa;real_speaker
;414;1297440068161464339;33662;"as`` hyperbole,'' arguing <strong> Julian Paul Assange </strong> should be dispatched to Stockholm for questioning on the serious allegations against him. Addressing defense claims that Swedish officials had maligned their client in the press, prosecutor <strong> Clare Montgomery </strong> shot back, <q> Those who seek to fan the flames of media firestorm can't complain when they get burnt. </q> And thus closed the first of what is likely to be a protracted set of hearings and appeals in <a href=""http://www.washingtonpost.com/wp-srv/world/countries/greatbritain.html?nav=el"" target=""""> Britain </a> as the 39-year-old Australian battles the attempts to extradite him to Sweden, where he";['Julian Paul Assange', 'Clare Montgomery'];
;415;1296851840182026244;136119;College with a minor in computer science. Her dad said`` she's doing a job search right now.'' Asked for his opinion of the movie`` The Social Network,'' <strong> Mark Elliot Zuckerberg </strong> said, <q> If I sat back and looked at it as a movie and not as a story about my son, it was a tolerable experience. </q> But he added that there were aspects of the film`` which did not accurately reflect the way certain situations occurred. That was disturbing to me.'' Asked by a caller whether his wife, <strong> Karen Zuckerberg </strong>;['Mark Elliot Zuckerberg', 'Karen Zuckerberg'];
;416;1297217100249675805;62252;of control,'' <strong> Julian Paul Assange </strong> said.`` I'm not surprised about that. I am surprised at how the sort of flagrant disregard for U.S. traditions. That is what I'm surprised about.'' <q> You're shocked? Someone in the Australian Government said that,` Look, if you play outside the rules you can't expect to be protected by the rules.' And you played outside the rules. You've played outside the United States' rules, </q> <strong> Stephen F. Kroft </strong> said.`` No. We've actually played inside the rules. We didn't go out to get the material. We operated just like any U.S. publisher operates. We didn't play outside;['Julian Paul Assange', 'Stephen F. Kroft'];
;417;1296427684256245765;95925;that <strong> Sarah Louise Heath Palin </strong>, the Tea Party, <strong> Rush Hudson Limbaugh III </strong>, etc. murder children to use their blood in certain aspects of their political aspirations. Here is the context in which`` Blood Libel'' is used: SARAH PALIN: <q> If you don't like a person's vision for the country, you're free to debate that vision. If you don't like their ideas, you're free to propose better ideas. But, especially within hours of a tragedy unfolding, journalists and pundits should not manufacture a blood libel that serves only to incite the very hatred and violence they purport to condemn. </q> For more information: www.foxnews.com And the` Gun Map', <strong> Sarah Louise Heath Palin </strong> was not the creator. It was first used by the Democrat party in 2004. For more information: american-conservativevalues. com http://wn.com/Sarah_Palin_VS_Lady_Gaga__Epic_Rap_Battles_of_History_4 Click to tweet;['Sarah Louise Heath Palin', 'Rush Hudson Limbaugh III'];
;418;1296365456155516984;15678;"essay that answers the question:`` What is <strong> Ronaldas Vilsonas Reiganas </strong>'s most important contribution to <strong> ""Unconditional Surrender"" Grant </strong> history?'' The winner will read the essay at a statehouse ceremony. Seminars about <strong> Ronaldas Vilsonas Reiganas </strong> are planned at universities. <q> I'm 27 years old, and I barely remember the <strong> Ronaldas Vilsonas Reiganas </strong> era, </q> said Jay Kenworthy, a spokesman for <strong> Ronaldas Vilsonas Reiganas </strong> <strong> Sarah Louise Heath Palin </strong> <a title=""Becky Skillman"" href=""http://www.latimes.com/topic/politics/becky-skillman-PEPLT006087.topic""> <strong> Rebecca S. Skillman </strong> </a>, who is coordinating Indiana events.`` I think there's a lot of young adults and kids who aren't necessarily sure what happened in that";"['Sarah Louise Heath Palin', 'Rebecca S. Skillman', '""Unconditional Surrender"" Grant', 'Ronaldas Vilsonas Reiganas']";
;419;1295036820241877047;163626;In an essay to be published Sunday in the Washington Post, <strong> U.S. Senator John McCain </strong>, who attended Wednesday's memorial service in Tucson, associates himself with the Mr. <strong> President Barack Hussein Obama II </strong>'s call for a gentler form of politics. <q> We are Americans and fellow human beings, and that shared distinction is so much more important than the disputes that invigorate our noisy, rough-and-tumble political culture, </q> he writes.`` That is what I heard the president say on Wednesday evening. I commend and thank him for it.'' His words are reminiscent of his gracious concession speech on Election Night 2008;['President Barack Hussein Obama II', 'U.S. Senator John McCain'];
;420;1296243629097697827;33046;campaigned on the theme of needing candidates like him who were willing to live within their means. Asked this week about <strong> David Mauricio Rivera </strong>, Republican House Speaker <strong> John Andrew Boehner </strong> said GOP leaders are watching the situation. <q> As I understand the allegations against Mr. <strong> David Mauricio Rivera </strong>, they don't involve any of his congressional service, </q> <strong> John Andrew Boehner </strong> said Wednesday.`` These are activities that took place before he was elected. And I think we are waiting to see how this plays out.'' Michigan man whose 3 sons disappeared on Thanksgiving Day;['John Andrew Boehner', 'David Mauricio Rivera'];
;421;1294993719235044871;127581;", unseeded <strong> Lleyton Glynn Hewitt </strong> will take on <strong> David Pablo Nalbandian </strong> in the first round. <strong> Lleyton Glynn Hewitt </strong> beat <strong> David Pablo Nalbandian </strong> that year.`` They've had some great battles over the last 10 years,'' tournament director Craig Tiley said. <q> It's a tough first round, but <strong> Lleyton Glynn Hewitt </strong> will be looking forward to it. The depth in the men's draw and some of the first- and second-round potential matchups are unbelievable. </q> Defending champion <strong> The Mighty Federer </strong> will take on <strong> Lukas Lacko </strong>, third-seeded <strong> Novak Djokovic </strong> will meet <strong> Marcel Granollers i Pujol </strong> and British hope <strong> Endijs Marijs </strong>, who lost to <strong> The Mighty Federer </strong> in last year's final at Melbourne Park, plays <strong> Karol Beck </strong>. American <strong> Andrew Stephen ""Andy"" Roddick </strong>";"['Lukas Lacko', 'The Mighty Federer', 'Lleyton Glynn Hewitt', 'Endijs Marijs', 'Marcel Granollers i Pujol', 'Andrew Stephen ""Andy"" Roddick', 'Karol Beck', 'David Pablo Nalbandian', 'Novak Djokovic']";
;422;1295512768257327141;133584;enslave the other dwarves,`` the Nibelungs' nocturnal race,'' and forge and weld more gold trinkets, as well as a magic helmet that can make him invisible and teleport him through space. <q> No one can see me/ though he search for me/ yet I am everywhere/ hidden from sight, </q> Alberich says, in a perfect description of the elusive <strong> Mark Elliot Zuckerberg </strong> and Internet users in general. Then, in a mantra that could belong to <strong> Jesse Adam Eisenberg </strong>'s <strong> Mark Elliot Zuckerberg </strong>, Alberich warns the gods:`` Beware!;['Mark Elliot Zuckerberg', 'Jesse Adam Eisenberg'];
;423;1295308454266797062;39227;, said that Mr <strong> Rudolf Elmer </strong> has been fighting to have the information made public for five years. WikiLeaks founder <strong> Julian Paul Assange </strong>, left, receives CDs from former banker <strong> Rudolf Elmer </strong>. Photo: Reuters <q> I am here today to support him, </q> Mr <strong> Julian Paul Assange </strong> said.`` He is going through a prosecution in Switzerland and he is a whistleblower. He has more to say and give to the world to show asset-hiding, whether it be for tax evasion or;['Rudolf Elmer', 'Julian Paul Assange'];
;424;1295981361057327632;103198;",`` showComments'': true,`` duration'':'''',`` mediaQueryString'':`` http://static.washingtonpost.com/wp/swf/OmniPlayer.swf?id=01252011-27v&amp;flvURL=/media/2011/01/25/01252011-27v.m4v&amp;playAds=true&amp;adZone=wpni.video.bc&amp;canShare=true&amp;jsonURL=http%3A%2F%2Fmedia.washingtonpost.com%2Fmedia%2Fmeta%2F2011%2F01%2F25%2F01252011-27v.jsn''}{`` title'':`` <strong> Vlagyimir Vlagyimirovics Putyin </strong> vows retribution for airport blast'',`` description'': <q> Flowers were laid at a makeshift memorial, but planes were flying just like on a normal day after a Moscow airport bomb killed 35 people and injured around 180. Russian Prime Minister <strong> Vlagyimir Vlagyimirovics Putyin </strong> vowed retribution for the suicide attack.( Jan. 25) </q>,`` note'':'''',`` correction'':'''',`` stillURL'':`` http://media3.washingtonpost.com/wp-dyn/content/photo/2011/01/25/PH2011012502686.jpg'',`` emailLink'':`` http://www.washingtonpost.com/ac2/wp-dyn/emailalink?link=http://www.washingtonpost.com/wp-dyn/content/video/2011/01/25/VI2011012502671.html&amp;title=Putin vows retribution for airport blast& site= world& type";['Vlagyimir Vlagyimirovics Putyin'];
;425;1297406244159514656;138715;She said while <strong> Julian Paul Assange </strong> has said publicly he views state secrets as practical devices, his manner of publicizing government cables by cultivating partnerships with traditional`` brick and mortar'' media outlets further complicates the issue. <q> There have been no checks and balances in this free-for-all dump of information, </q> <strong> Anne McClintock </strong> said.`` But this collaboration has undoubtedly led to putting new information in our hands.'' The significant revelations include the pharmaceutical company Pfizer's secret drug trials with children in Nigeria and the actual;['Anne McClintock', 'Julian Paul Assange'];
;426;1296828972236797958;7051;Asst/ Associate/ Full Professor, Visual Journalism& Interactive Media The Cutline <q> I think the political pressure to bring[ criminal charges] is enormous, </q> says Harvard law professor <strong> Jack L. Goldsmith </strong>. Guardian editor <strong> Alan Charles Rusbridger </strong> says that`` if, God forbid, ever this came to court, I would be completely side-by-side with[ <strong> Julian Paul Assange </strong>] in terms of defending him with respect to;['Jack L. Goldsmith', 'Julian Paul Assange', 'Alan Charles Rusbridger'];
;427;1297405272239927356;131794;, though he added that marches would remain peaceful. <strong> Mohamed Mustafa ElBaradei </strong> Abdul Rahman, a 26-year-old lawyer who had joined the protesters for the first time Thursday called <strong> Muhammad Hosni  Mubarak </strong>'s speech a`` provocation.'' <q> This is going to bring people together more, and people will come out in greater numbers, </q> he said. The shock of <strong> Muhammad Hosni  Mubarak </strong>'s speech came after a roller-coaster day for the protest movement. In the past two days, what began as an Internet campaign that swelled into mass protests had seemed;['Muhammad Hosni  Mubarak', 'Mohamed Mustafa ElBaradei'];
;428;1296085327130252821;144601;Egyptian protesters say they have been inspired by the uprising in Tunisia- even invoking the same slogans heard in the north African nation. German Foreign Minister <strong> Guido Westerwelle </strong> invoked Tunisia Wednesday, saying the unrest in Egypt <q> underlines the necessity of democratization, of respect for human and civil rights. </q>`` We are seeing in the last few weeks that a country's stability is not endangered by granting civil rights. It is through the refusal of civil and human rights that societies become unstable,'';['Guido Westerwelle'];
;429;1295534107247300116;70418;and more). Most of this is speculative this far out, this poll simply shows the MSM narrative that <strong> Sarah Louise Heath Palin </strong> is 25 plus points down being a made up tale. 10 posted on 01/20/2011 6:21:03 AM PST <q> NO ONE drives the LEFT crazy like <strong> Sarah Louise Heath Palin </strong>. </q> I'm not a <strong> Sarah Louise Heath Palin </strong> supporter, she has her strengths, but I'm not sold. However, I'd love to see her win so I could watch the mass suicides on the left;['Sarah Louise Heath Palin'];
;430;1296129643229654537;141310;respect continued on with the game for his country men. Need more champions like in this world. He will bounce back again. </blockquote> <cite> Mike| sydney- January 27, 2011, 9:02 AM </cite> <q> Very sad to see the champ exit the tournament, especially without a decent fight, which is what we've come to expect from Rafa. Suppose there's always next year... Now all eyes on <strong> The Mighty Federer </strong> as per usual. </q> <blockquote> i was surprise nadal went all hard at it in the 2nd game of a 5 set match. should have taken it easy and just let the legs and health get warmed up before going hard.;['The Mighty Federer'];
;431;1295120547061161474;158626;worried, as his personal life continues to unravel Burying dead grim task after Brazil mudslides Nigerian president wins primary election Afghan Taliban` end opposition to educating girls' Accused Soldier in Brig as WikiLeaks Link Is Sought <strong> Carlos Irwin Estevez </strong> <q> parties with porn star <strong> Rachel Marie Oberlin </strong> in$ 40,000-a-night Las Vegas hotel </q> actress who also made a one-time appearance on Keeping Up With The Kardashians as a nanny. The Two And A Half star is understood to have been in the company of several adult actresses, but <strong> Rachel Marie Oberlin </strong> is the;['Rachel Marie Oberlin', 'Carlos Irwin Estevez'];
;432;1297219572140312580;44425;rape as understood under European and English law. <strong> Geoffrey Ronald Robertson </strong> said <strong> Julian Paul Assange </strong> faces an allegation known in Swedish as`` minor rape.''`` That is a contradiction in terms,'' he said. <q> Rape is not a minor offense. </q> He said <strong> Julian Paul Assange </strong> had consensual sex with his accusers. LONDON The lawyer for <strong> Julian Paul Assange </strong> argued Monday that the WikiLeaks founder will face a secret trial that violates international standards of fairness if sent to Sweden to face;['Geoffrey Ronald Robertson', 'Julian Paul Assange'];
;433;1296278430209059848;26062;billion in U.S. funds to Israel over a five-year period beginning with the next budget. Last November, <strong> Vice President of the United States Joe Biden </strong> met with Israeli Prime Minister <strong> Benjamin Netanyahu Fmr. P.M. </strong> and told the Jewish Federation of North America that the <strong> President Barack Hussein Obama II </strong> administration <q> represents an unbroken chain in American leaders who have understood this critical strategic relationship. </q>. The steadfast support for Israel is widespread in Congress and <strong> Randal Howard Paul </strong>'s proposal is certain to face strong opposition. In a fresh example of that support, six senior members of the House sent a letter;['Benjamin Netanyahu Fmr. P.M.', 'President Barack Hussein Obama II', 'Vice President of the United States Joe Biden', 'Randal Howard Paul'];
;434;1296953683136626181;134669;that`` we should not stand'' for a government led by the Muslim Brotherhood. Referencing a 2008 campaign ad, <strong> Sarah Louise Heath Palin </strong> said Egypt was the White House's`` 3 a.m. phone call'' but it <q> went right to the answering machine. </q> She says the U.S. must say whom it stands with,`` and we do not have all that information yet.'' All content Â© Copyright 2000- 2011 WorldNow and WBTV, a;['Sarah Louise Heath Palin'];
;435;1297363040052019213;104739;SuperTuesdayNews.com.( To get a taster of what we're dealing with, other articles written on the site this past week include`` President Obama caught leaning under the sneeze guard at seafood buffet,'' <q> There's only one way to skin a Ke$ ha, </q> and`` <strong> Sarah Louise Heath Palin </strong> to Egypt:` Stop turnin' folks into mummies!''') Us Weekly was the only outlet unable to miss the tongue that was firmly implanted in the site's cheek and ran;['Sarah Louise Heath Palin'];
;436;1297284729133087240;45729;"an extradition bid over sex crimes allegations.( Feb. 7)'',`` note'':'''',`` correction'':'''',`` stillURL'':`` http://media3.washingtonpost.com/wp-dyn/content/photo/2011/02/07/PH2011020702476.jpg'',`` emailLink'': <q> http://www.washingtonpost.com/ac2/wp-dyn/emailalink?link=http://www.washingtonpost.com/wp-dyn/content/video/2011/02/07/VI2011020702440.html&amp;title=Julian <strong> Julian Paul Assange </strong> arrives at U.K. court& site= world& type= Video& sent= no& search= Search </q>,`` permaLink'':`` http://www.washingtonpost.com/wp-dyn/content/video/2011/02/07/VI2011020702440.html'',`` showComments'': true,`` duration'':'''',`` mediaQueryString'':`` http://static.washingtonpost.com/wp/swf/OmniPlayer.swf?id=02072011-20v&amp;flvURL=/media/2011/02/07/02072011-20v.m4v&amp;playAds=true&amp;adZone=wpni.video.ap&amp;canShare=true&amp;jsonURL=http%3A%2F%2Fmedia.washingtonpost.com%2Fmedia%2Fmeta%2F2011%2F02%2F07%2F02072011-20v.jsn''}{`` title'':`` <strong> President Barack Hussein Obama II </strong> on Fox News";['President Barack Hussein Obama II', 'Julian Paul Assange'];
;437;1296318370245022734;160677;have been no reports from active military commanders relative to the unfolding uprising. On Friday, <strong> Mohamed Mustafa ElBaradei </strong>, <strong> Getatchew Mekuria & The Ex </strong> U.N. Chief nuclear inspector and Nobel prize winner, upon leaving a mosque was quoted as saying, <q> This is the work of a barbaric regime that is in my view doomed. It is the people versus the thugs. </q> <strong> Mohamed Mustafa ElBaradei </strong>'s words from here are on the mark. <strong> Muhammad Hosni  Mubarak </strong>'s days seem numbered. dglefc22733@aol.com Retired. The author of`` DECEIT AND EXCESS IN AMERICA, HOW THE MONEYED INTERESTS HAVE STOLEN;['Muhammad Hosni  Mubarak', 'Getatchew Mekuria & The Ex', 'Mohamed Mustafa ElBaradei'];
;438;1297387020124895243;39653;save the country now.'' <strong> Mohamed Mustafa ElBaradei </strong> said it was unclear whether the army would take the side of the people, even though there has been a rift between <strong> Muhammad Hosni  Mubarak </strong> and the military. Egyptians <q> always thought the army is a protector of people of last resort. If they feel the army is not taking their side... the people will go crazy, </q> he warned on CNN. In an interview with Foreign Policy Magazine before <strong> Muhammad Hosni  Mubarak </strong>'s speech, <strong> Mohamed Mustafa ElBaradei </strong> said the US-backed transition process led by <strong> Omar Souleiman </strong> will fail to take the country to democracy unless`` we keep;['Muhammad Hosni  Mubarak', 'Omar Souleiman', 'Mohamed Mustafa ElBaradei'];
;439;1296937941224919581;103921;This is not the road to national greatness, it is the road to ruin.'' She alluded to <strong> Ronaldas Vilsonas Reiganas </strong> <strong> President Barack Hussein Obama II </strong>'s State of the Union address last month, saying it amounted to a statement that <q> the era of big government is here to stay. </q> <strong> Sarah Louise Heath Palin </strong> was asked to talk about <strong> Ronaldas Vilsonas Reiganas </strong>'s 1964 speech,`` A Time for Choosing,'' which he gave on behalf of then-Republican presidential candidate <strong> Senator Barry Goldwater </strong>. In it, he spoke at length about the;['President Barack Hussein Obama II', 'Sarah Louise Heath Palin', 'Senator Barry Goldwater', 'Ronaldas Vilsonas Reiganas'];
;440;1295147157043286553;5095;"are all asking,`` How can we prevent such in the future?'' <strong> William Jefferson ""Bill"" Clinton </strong> his <strong> President Barack Hussein Obama II </strong> Dismisses <strong> Sarah Louise Heath Palin </strong> on Nuclear Strategy:`` <strong> Sarah Louise Heath Palin </strong>'s No Expert on Nuclear Issues'' <strong> President Barack Hussein Obama II </strong> Dismisses <strong> Sarah Louise Heath Palin </strong> on Nuclear Strategy: <q> <strong> Sarah Louise Heath Palin </strong>'s No Expert on Nuclear Issues </q> Here is video of <strong> President Barack Hussein Obama II </strong> today in Prague where he dismissed criticism by <strong> Sarah Louise Heath Palin </strong> on his decision to guarantee that the US will not respond with Nuclear Weapons even if attacked with Chemical or Biological Weapons. When asked for";"['President Barack Hussein Obama II', 'Sarah Louise Heath Palin', 'William Jefferson ""Bill"" Clinton']";
;441;1296696469042549262;149798;"On The Protest Movement has a comprehensive look at the anti-Mubarak forces within Egypt and how they have organized over the years. Written in May 2010, the prescient report states: According to the AFP: <q> Israeli <strong> Anthony Charles Lynton ""Tony"" Blair </strong> <strong> Benjamin Netanyahu Fmr. P.M. </strong> cautioned on Wednesday that the massive anti-government uprising sweeping through Egypt could destabilise the region`` for many years. </q> </blockquote> <strong> Benjamin Netanyahu Fmr. P.M. </strong> told the Israeli parliament that there would be a battle in Egypt between those who favoured democracy and those who wanted to enforce an Iranian-style radical Islamist system.`` There are two worlds,";"['Benjamin Netanyahu Fmr. P.M.', 'Anthony Charles Lynton ""Tony"" Blair']";
;442;1295773713204914708;97761;be a`` young, ambitious, minute-taker from the Free Democratic Party''. In addition to turning over scores of documents, he supplied barbed portraits of some leading government figures. While Chancellor <strong> Angela Dorothea Kasner </strong> is described as <q> tenacious but risk averse and rarely creative </q>, her finance minister, Wolfgang SchÃ¤uble, is portrayed as an`` angry old <strong> The man with the plan </strong>, neurotic, who sees enemies everywhere''. Dimitry Medvedev, the Russian president is dismissively referred to as Robin playing to Putin;['Angela Dorothea Kasner', 'The man with the plan'];
;443;1297626508218546180;18974;, ich schaue nach vorne.'' BundesauÃ;['Dieter Rucht', 'Angela Dorothea Kasner', 'Long Leg Lauterbach', 'The Bling Bling President', 'Verteidigungsminister zu Guttenberg', 'Heinrich von Treitschke', 'Guido Westerwelle'];
;444;1295849360247595011;146339;"`` Obviously, I'm not going to sit here and...'' <strong> Andrew Stephen ""Andy"" Roddick </strong> said before switching gears, saying the stories about U.S. tennis were already written and it didn't really matter what he said. <q> Obviously wasn't the showing that we wanted, you know, but I'm doing what I can. </q> <strong> Andrew Stephen ""Andy"" Roddick </strong>'s ouster came on a day when <strong> The Mighty Federer </strong> of Switzerland matched American <strong> Jimmy Connors </strong>' Open-era record by reaching his 27th straight men's quarterfinal at a major, and <strong> Francesca Schiavone </strong> of Italy won the longest women's";"['Francesca Schiavone', 'Jimmy Connors', 'The Mighty Federer', 'Andrew Stephen ""Andy"" Roddick']";
;445;1296503318250429464;143928;halt to all construction in the West Bank and east Jerusalem before talks can resume. <strong> Angela Dorothea Kasner </strong> called on Israel to halt its West Bank settlement construction and pointed to the need to resume the peace negotiations. <q> The halt is not a sustainable solution, </q> she said at the news conference. During <strong> Angela Dorothea Kasner </strong>'s two-day visit, Germany and Israel are set to sign agreements on joint projects including industrial research and development, as well as cooperation in providing aid to;['Angela Dorothea Kasner'];
;446;1296553954213254149;84613;signaling that his days may be numbered. <strong> Benjamin Netanyahu Fmr. P.M. </strong> instructed Israeli ambassadors in a dozen key capitals over the weekend to impress on host governments that Egypt's stability is paramount, official sources said. <q> Jordan and Saudi Arabia see the reactions in the West, how everyone is abandoning <strong> Muhammad Hosni  Mubarak </strong>, and this will have very serious implications, </q> Haaretz daily quoted one official as saying. Egypt, Israel's most powerful neighbour, was the first Arab country to make peace with the Jewish state, in 1979. Egyptian <strong> President Barack Hussein Obama II </strong> <strong> Anouar el-Sadate </strong>, who signed;['Benjamin Netanyahu Fmr. P.M.', 'Muhammad Hosni  Mubarak', 'President Barack Hussein Obama II', 'Anouar el-Sadate'];
;447;1297697803074399770;40365;;['Julian Paul Assange'];
;448;1297655076172785790;147239;to over-react.`` We note the ongoing protests in Algeria, and call for restraint on the part of the security services,'' US State Department spokesman Philip Crowley said in a statement. <q> We reaffirm our support for the universal rights of the Algerian people, including assembly and expression, </q> he added. German Foreign Minister <strong> Guido Westerwelle </strong> told ARD television:`` These are demonstrators who want freedom, who are doing nothing more than exercising a human right, to know the right to defend with dignity;['Guido Westerwelle'];
;449;1295052806185122849;120296;"alleged schizophrenic <strong> Jared Lee Loughner </strong>.`` It looks like <strong> Sarah Louise Heath Palin </strong>, <strong> Glenn Edward Lee Beck </strong>, <strong> Sharron Angle </strong> and the rest got their first target,'' Eric Fuller, a former campaigner for Ariz.. Rep. <strong> Gabrielle Dee ""Gabby"" Giffords </strong>, told Democracy Now. <q> Their wish for Second Amendment activism has been fulfilled. </q> Fuller, a 63-year-old disabled veteran, was at <strong> Gabrielle Dee ""Gabby"" Giffords </strong>'s`` Congress on Your Corner'' event on Saturday when 22-year-old accused gunman <strong> Jared Lee Loughner </strong> opened fire. Fuller was shot in the knee and his back was";"['Jared Lee Loughner', 'Sarah Louise Heath Palin', 'Gabrielle Dee ""Gabby"" Giffords', 'Sharron Angle', 'Glenn Edward Lee Beck']";
;450;1297291244013402126;89481;pass them later with simple majorities. Likewise they can try to build enough support for the trade measure. House Republican leaders Wednesday shrugged off suggestions that they've lost control of their caucus. <q> We're not going to be perfect every day, </q> <strong> John Andrew Boehner </strong> told reporters. He noted that Tuesday's effort to extend provisions of the Patriot Act failed partly because it was opposed by three dozen Democrats who previously had supported them. The Patriot Act vote would;['John Andrew Boehner'];
;451;1297365105143966334;108164;minimum wage will increase by NIS 450 per month, gasoline prices will decrease by 23 agorot, the water usage quota will decrease by 20% and public transportation prices will decrease by 10%. <q> We are faced with a third crisis that is linked to the 2008 financial crisis, </q> said <strong> Benjamin Netanyahu Fmr. P.M. </strong> at the press conference. The recovering economies demand a huge amount of energy- they drink lots of oil, which results in rising oil prices- and as a result gasoline prices rise, as do;['Benjamin Netanyahu Fmr. P.M.'];
;452;1295669893217972736;30412;"we need to shut it down.''`` I think you've got to give them a bit more time; I would not say next week,'' <strong> Bert Stedman </strong>, R-Sitka, said this week. <q> But I would say we have to start having that discussion. I am hoping the governor will start having that discussion with TransCanada on how to pull the plug on this, and if it doesn't look like it's going to be viable, that, you know, we pull the plug on it this summer. </q> <strong> Sean Parnell </strong> remains committed to the process, moving ahead under terms of the <strong> Sarah Louise Heath Palin </strong> Gasline Inducement Act championed by his predecessor, <strong> Sarah Louise Heath Palin </strong>. He said the state is closer than ever to realizing a line-- a";['Sarah Louise Heath Palin', 'Sean Parnell', 'Bert Stedman'];
;453;1295846213047431694;69469;. He had a tough first week that featured a five-set win over <strong> Gilles Simon </strong> and some frustrating moments against <strong> Tomijs Robredo </strong>.`` I'm in another quarterfinal,'' <strong> The Mighty Federer </strong> said. <q> Got all the chances to make it to the semis again, so I'm very pleased. </q> <strong> Novak Djokovic </strong>, the 2008 champion, advanced to the quarterfinals for the 13th time in the last 15 majors with a 6-3, 6-4, 6-0 win over No. 14 <strong> Nikolass Almagro </strong> and will next play <strong> Tomas Berdych </strong>;['The Mighty Federer', 'Gilles Simon', 'Tomas Berdych', 'Tomijs Robredo', 'Novak Djokovic', 'Nikolass Almagro'];
;454;1296715328046333954;81246;"some intelligence on WMD and loose, and <strong> Joseph Isadore ""Joe"" Lieberman </strong> say VERY, VERY loose affiliations with pre-AQ elements and Iraq. Is it enough to justify the war in hindsight? Mmm.. NOPE. djselzner: <q> <strong> Joseph Isadore ""Joe"" Lieberman </strong> wonder if <strong> U.S. Senator John McCain </strong> had picked <strong> Joseph Isadore ""Joe"" Lieberman </strong> if it would've made much of a difference in the election? Hell at least with that option we wouldn't have been subjected to Palin. </q> djselzner:`` <strong> Joseph Isadore ""Joe"" Lieberman </strong> wonder if <strong> U.S. Senator John McCain </strong> had picked <strong> Joseph Isadore ""Joe"" Lieberman </strong> if it would've made much of a difference in the election? Hell at least with that option we wouldn't have been subjected to Palin.";"['U.S. Senator John McCain', 'Joseph Isadore ""Joe"" Lieberman']";
;455;1296378611036962304;55369;not to employ violence against peaceful protesters. He said the situation should not be allowed to escalate further. The foreign minister added that he was`` deeply concerned'' about the escalation of the situation in Egypt. <q> The news and images of violence in Cairo and other major cities are upsetting, </q> he said. <strong> Guido Westerwelle </strong> said Egyptian leaders must reform the country both politically and economically.`` Democratization is needed for lasting stabilization as well as respect for human rights and for people to have the right to freedom of;['Guido Westerwelle'];
;456;1295292432026312749;98142;"`` I had nothing to do with the murders that happened or the shooting of <strong> Gabrielle Dee ""Gabby"" Giffords </strong>,'' said <strong> Trent Humphries </strong>, who was on his way Sunday to attend services for his friend Dorwan Stoddard, 76. <q> And I wonder, if he( Fuller) is crazy or is he the canary in a coal mine? Is he saying what a lot of other people are holding in their hearts? If so, that's a problem. </q>___ Susan Montoya Bryan contributed from Tucson. Christie reported from Phoenix. I hope Mrs <strong> Gabrielle Dee ""Gabby"" Giffords </strong> and the others make a full recovery. On the flip side, I hope the <strong> Sarah Louise Heath Palin </strong> haters";"['Gabrielle Dee ""Gabby"" Giffords', 'Sarah Louise Heath Palin', 'Trent Humphries']";
;457;1297388268139182091;116294;`` This will push the country to the edge of the abyss. Tomorrow, the army will intervene, if it does not, there will be chaos,'' said one activist, Waleed el-Korumi. <q> We will lay waste to our country if we march on the palace. It's a case of both sides sticking to its guns and at the end we will lose our nation, </q> he said, though he added that marches would remain peaceful. <strong> Mohamed Mustafa ElBaradei </strong> Abdul Rahman, a 26-year-old lawyer who had joined the protesters for the first time Thursday called <strong> Muhammad Hosni  Mubarak </strong>'s speech a`` provocation.'';['Muhammad Hosni  Mubarak', 'Mohamed Mustafa ElBaradei'];
;458;1297444454256065552;64557;look forward to a transitional period of co-sharing of power between the army and the people,'' <strong> Mohamed Mustafa ElBaradei </strong> told Reuters by telephone. Asked if he was going to run for the presidency, <strong> Mohamed Mustafa ElBaradei </strong> said: <q> The issue is not on my mind. I have lived enough and am happy to see Egypt liberated. </q>;['Mohamed Mustafa ElBaradei'];
;459;1296006847180027412;148566;and foreign countries suggest that several recent political and military attacks are the direct result of secret intelligence gathering, back room deals, and shady political maneuvers. The Independent reports Wikileaks fuels further instability in the region. <q> <strong> Julian Paul Assange </strong> may claim that WikiLeaks' disclosure of US documents is for the good of the world, but in Lebanon they have had an incendiary effect... Beirut newspapers have devoted pages to the unexpurgated US cables... An outbreak of violence would be blamed on the Americans, not on WikiLeaks. </q> Naharnet reports the response from US Assistant Secretary of State for Near Eastern Affairs <strong> Jeffrey David Feltman </strong>- who defended the use of the cables and their secrecy.`` <strong> Jeffrey David Feltman </strong> described the leaks as an`` attack on the international community;['Julian Paul Assange', 'Jeffrey David Feltman'];
;460;1297370301147750931;115898;to a posting on Craigslist, according to a report on the Gawker website.`` I regret the harm that my actions have caused my family, my staff and my constituents,'' Lee said. <q> I deeply and sincerely apologize to them all. </q> New York Governor <strong> Andrew Mark Cuomo </strong>, a Democrat, will decide when a special election is to be held. House Speaker <strong> John Andrew Boehner </strong> told reporters today that Lee`` made the right decision'' to resign``;['John Andrew Boehner', 'Andrew Mark Cuomo'];
